BIB NO.,AGE,GENDER,CATEGORY,SWIM,T1,BIKE,T2,RUN
3537,46,M,CLY,00:23:11,00:05:00,01:11:45,00:02:11,00:58:51
3538,46,M,CLY,00:26:31,00:09:16,01:44:41,00:06:14,01:41:17
3539,46,M,CLY,00:31:25,00:08:18,01:14:36,00:02:33,00:56:25
3545,47,M,CLY,00:20:01,00:05:40,01:22:49,00:02:28,01:00:58
3546,47,M,CLY,00:22:43,00:06:13,01:20:29,00:02:07,01:01:37
3548,49,M,CLY,00:19:52,00:05:16,01:16:12,00:02:07,00:53:49
3550,49,M,CLY,00:27:32,00:10:21,01:53:14,00:03:35,01:25:50
3551,49,M,CLY,00:21:48,00:06:24,01:16:25,00:02:14,00:59:30
3554,50,M,CLY,00:19:17,00:04:00,01:04:21,00:01:18,00:47:26
3555,50,M,CLY,00:29:39,00:16:54,01:40:10,00:08:33,01:39:04
3556,50,M,CLY,00:26:42,00:05:41,01:22:23,00:02:59,01:01:11
3557,50,M,CLY,00:28:08,00:16:45,01:42:04,00:06:34,01:10:09
3558,51,M,CLY,00:26:05,00:14:03,01:48:22,00:03:06,01:22:20
3559,51,M,CLY,00:32:22,00:11:34,01:38:30,00:04:47,01:25:59
3560,51,M,M OPEN,00:22:22,00:05:52,01:16:51,00:03:19,00:54:06
3561,51,M,CLY,00:24:53,00:07:31,01:32:17,00:02:22,01:13:44
3562,52,M,CLY,00:25:31,00:10:10,01:32:03,00:04:49,01:25:50
3565,54,M,CLY,00:26:15,00:07:00,01:32:04,00:02:47,01:33:03
3566,56,M,CLY,00:24:09,00:10:53,01:23:30,00:04:59,01:10:24
3570,60,M,CLY,00:33:37,00:14:00,01:50:01,00:05:06,01:33:03
3571,60,M,CLY,00:30:57,00:12:30,01:39:53,00:01:56,01:11:47
3574,50,M,M OPEN,00:21:38,00:07:28,01:24:03,00:03:05,00:58:56
3575,50,M,M OPEN,00:21:48,00:05:05,01:17:29,00:01:52,00:51:37
3577,50,M,M OPEN,00:19:24,00:03:32,01:09:28,00:01:10,00:44:20
3578,50,M,M OPEN,00:25:04,00:06:43,01:24:38,00:03:28,01:00:12
3579,50,M,M OPEN,00:23:17,00:05:17,01:11:58,00:02:01,00:52:22
3580,50,M,M OPEN,00:20:47,00:06:38,01:31:17,00:01:58,01:00:29
3581,50,M,M OPEN,00:25:07,00:07:27,01:21:52,00:04:43,01:02:42
3582,50,M,M OPEN,00:24:04,00:08:28,01:12:05,00:04:09,00:59:44
3585,50,M,M OPEN,00:25:02,00:08:08,01:23:31,00:04:31,00:50:42
3586,50,M,M OPEN,00:23:36,00:05:47,01:21:07,00:02:11,01:03:54
3587,50,M,M OPEN,00:24:35,00:11:41,01:17:55,00:06:39,01:01:44
3589,50,M,M OPEN,00:28:09,00:06:35,01:28:56,00:03:24,01:04:38
3590,50,M,M OPEN,00:19:17,00:04:19,01:11:35,00:01:25,00:44:36
3592,50,M,M OPEN,00:23:02,00:07:45,01:28:05,00:01:40,00:49:54
3593,50,M,M OPEN,00:25:53,00:10:31,01:25:08,00:03:51,00:56:58
3595,50,M,M OPEN,00:26:49,00:07:06,01:19:35,00:02:28,00:56:27
3596,50,M,M OPEN,00:24:16,00:10:55,01:28:58,00:05:09,01:13:56
3597,50,M,M OPEN,00:23:33,00:04:00,01:12:15,00:01:43,00:47:30
3598,50,M,M OPEN,00:23:38,00:05:33,01:15:09,00:03:20,00:56:24
3599,50,M,M OPEN,00:26:27,00:09:28,01:24:25,00:04:56,00:59:40
3600,50,M,M OPEN,00:24:20,00:04:22,01:18:55,00:01:31,01:02:42
3602,50,M,M OPEN,00:23:21,00:07:22,01:16:33,00:02:14,00:55:03
3603,50,M,M OPEN,00:24:13,00:07:40,01:17:35,00:03:06,00:50:13
3606,50,M,M OPEN,00:20:37,00:03:59,01:12:07,00:01:25,00:43:43
3608,50,M,M OPEN,00:26:03,00:09:29,01:34:30,00:06:00,01:17:50
3609,50,M,M OPEN,00:21:45,00:03:35,01:11:00,00:01:41,00:54:33
3610,50,M,M OPEN,00:22:13,00:05:33,01:16:37,00:01:53,00:58:40
3611,50,M,M OPEN,00:32:06,00:10:26,01:31:03,00:03:25,01:11:51
3612,50,M,M OPEN,00:22:47,00:06:21,01:20:30,00:01:58,00:55:11
3613,50,M,M OPEN,00:21:01,00:05:00,01:14:18,00:01:40,00:52:25
3615,50,M,M OPEN,00:24:30,00:10:27,01:30:37,00:04:42,01:13:47
3616,50,M,M OPEN,00:23:50,00:06:39,01:29:56,00:02:55,01:00:56
3617,50,M,M OPEN,00:26:04,00:05:56,01:20:47,00:04:01,00:48:00
3618,50,M,M OPEN,00:23:49,00:06:45,01:29:07,00:02:14,00:59:43
3619,50,M,M OPEN,00:27:31,00:08:44,01:26:12,00:05:06,01:03:42
3620,50,M,M OPEN,00:29:21,00:06:53,01:28:28,00:05:44,01:10:36
3623,50,M,M OPEN,00:24:43,00:07:49,01:28:33,00:03:15,01:00:17
3625,50,M,M OPEN,00:23:21,00:06:33,01:20:44,00:02:25,01:06:45
3626,50,M,M OPEN,00:25:07,00:09:37,01:28:57,00:03:58,01:03:37
3627,50,M,M OPEN,00:24:55,00:05:38,01:21:22,00:02:58,00:59:24
3628,50,M,M OPEN,00:20:29,00:05:39,01:17:14,00:02:44,01:08:04
3629,50,M,M OPEN,00:26:38,00:07:03,01:30:45,00:03:13,01:03:32
3631,50,M,M OPEN,00:18:42,00:04:37,01:14:20,00:02:24,00:59:49
3632,50,M,M OPEN,00:22:33,00:06:37,01:20:15,00:02:23,00:51:41
3633,50,M,M OPEN,00:23:10,00:06:11,01:21:27,00:02:33,00:53:30
3634,50,M,M OPEN,00:23:22,00:07:26,01:13:12,00:03:58,00:57:29
3637,50,M,M OPEN,00:23:58,00:07:10,01:34:31,00:04:24,01:21:38
3638,50,M,M OPEN,00:21:09,00:04:25,01:12:13,00:02:00,00:45:14
3639,50,M,M OPEN,00:24:50,00:09:01,01:28:28,00:04:25,01:22:28
3640,50,M,M OPEN,00:21:53,00:07:11,01:16:42,00:03:58,01:03:41
3641,50,M,M OPEN,00:21:52,00:04:51,01:17:14,00:02:25,00:57:58
3642,50,M,M OPEN,00:27:54,00:08:03,01:23:58,00:04:03,00:51:26
3643,50,M,M OPEN,00:19:45,00:04:57,01:11:29,00:01:49,00:52:07
3644,50,M,M OPEN,00:33:18,00:07:15,01:39:43,00:03:45,01:16:08
3647,50,M,M OPEN,00:28:42,00:05:19,01:20:45,00:02:20,01:04:45
3648,50,M,M OPEN,00:16:40,00:03:43,01:10:23,00:01:25,00:39:35
3649,50,M,M OPEN,00:37:20,00:08:07,01:50:33,00:03:18,01:25:32
3650,48,M,M OPEN,00:31:30,00:16:42,02:00:58,00:07:33,01:25:08
3651,50,M,M OPEN,00:30:03,00:12:16,01:31:29,00:02:36,01:14:04
3653,50,M,M OPEN,00:20:59,00:09:05,01:25:07,00:04:31,01:08:40
3654,50,M,M OPEN,00:24:28,00:06:54,01:25:49,00:02:43,01:07:30
3655,50,M,M OPEN,00:21:36,00:04:46,01:20:48,00:01:35,00:57:42
3656,51,M,M OPEN,00:26:06,00:06:23,01:23:50,00:04:37,01:23:52
3658,51,M,M OPEN,00:23:31,00:13:09,01:38:49,00:03:46,01:29:03
3659,51,M,M OPEN,00:24:06,00:06:58,01:13:09,00:02:32,00:53:06
3661,51,M,M OPEN,00:26:01,00:07:46,01:22:22,00:03:36,01:02:40
3663,51,M,M OPEN,00:25:18,00:05:56,01:16:37,00:03:23,00:59:41
3667,51,M,M OPEN,00:24:37,00:05:18,01:15:27,00:01:43,00:49:33
3668,51,M,M OPEN,00:23:38,00:05:20,01:18:27,00:02:15,00:52:06
3669,51,M,M OPEN,00:23:15,00:08:37,01:17:28,00:04:02,01:05:54
3670,51,M,M OPEN,00:22:01,00:05:18,01:14:30,00:02:28,00:59:00
3671,51,M,M OPEN,00:21:50,00:07:33,01:20:21,00:02:33,01:03:42
3672,51,M,M OPEN,00:30:18,00:10:18,01:58:30,00:06:18,02:03:00
3673,51,M,M OPEN,00:26:06,00:10:48,01:51:47,00:05:01,01:29:23
3675,51,M,M OPEN,00:23:46,00:07:57,01:32:13,00:03:12,01:02:27
3676,51,M,M OPEN,00:44:52,00:09:50,01:43:44,00:04:56,01:34:41
3677,51,M,M OPEN,00:25:24,00:06:19,01:39:35,00:04:13,01:19:53
3678,51,M,M OPEN,00:26:52,00:05:53,01:25:37,00:02:43,00:51:51
3681,51,M,M OPEN,00:22:26,00:04:24,01:14:34,00:01:19,01:05:51
3682,51,M,M OPEN,00:21:11,00:04:18,01:19:29,00:02:17,01:11:00
3683,51,M,M OPEN,00:27:58,00:11:13,01:27:54,00:06:04,01:06:59
3684,51,M,M OPEN,00:23:38,00:06:14,01:14:17,00:02:34,00:49:58
3685,51,M,M OPEN,00:28:50,00:05:19,01:10:33,00:03:31,00:56:49
3688,51,M,M OPEN,00:25:23,00:07:15,01:25:33,00:02:53,00:52:46
3689,51,M,M OPEN,00:19:36,00:04:26,01:16:17,00:01:47,01:02:15
3692,51,M,M OPEN,00:23:56,00:04:16,01:16:25,00:01:52,00:54:19
3694,51,M,M OPEN,00:25:13,00:05:34,01:17:46,00:02:39,00:54:15
3695,51,M,M OPEN,00:25:43,00:06:14,01:20:04,00:02:23,01:13:26
3697,51,M,M OPEN,00:30:55,00:10:58,02:06:02,00:04:50,01:35:35
3698,51,M,M OPEN,00:46:22,00:12:18,01:45:18,00:03:42,01:15:36
3700,51,M,M OPEN,00:24:30,00:06:20,01:13:35,00:02:33,00:54:09
3701,51,M,M OPEN,00:31:32,00:11:28,01:35:22,00:04:58,01:06:38
3703,51,M,M OPEN,00:30:51,00:09:33,01:31:28,00:02:58,00:59:54
3705,51,M,M OPEN,00:27:57,00:04:58,01:24:01,00:02:28,01:04:01
3706,51,M,M OPEN,00:24:01,00:07:45,01:34:32,00:02:34,01:10:35
3707,51,M,M OPEN,00:24:29,00:09:27,01:35:11,00:03:13,01:20:01
3711,51,M,M OPEN,00:22:21,00:04:36,01:19:13,00:02:15,00:54:59
3712,51,M,M OPEN,00:21:18,00:07:05,01:19:11,00:04:23,00:54:45
3713,51,M,M OPEN,00:23:16,00:06:09,01:18:59,00:03:12,00:48:49
3714,51,M,M OPEN,00:28:17,00:06:44,01:17:33,00:02:50,01:00:49
3715,51,M,M OPEN,00:24:06,00:05:34,01:15:15,00:02:16,00:54:19
3717,51,M,M OPEN,00:30:09,00:10:56,01:33:55,00:02:25,01:09:08
3718,51,M,M OPEN,00:31:04,00:07:21,01:23:39,00:03:00,00:53:04
3719,51,M,M OPEN,00:31:47,00:09:54,01:37:00,00:04:07,01:25:25
3725,51,M,M OPEN,00:21:28,00:05:49,01:14:29,00:03:11,00:56:02
3726,51,M,M OPEN,00:23:16,00:06:12,01:20:56,00:02:17,01:00:47
3728,52,M,M OPEN,00:28:51,00:06:37,01:33:03,00:02:29,01:01:33
3729,52,M,M OPEN,00:19:45,00:04:45,01:24:09,00:01:51,01:01:56
3731,52,M,M OPEN,00:19:33,00:03:34,01:14:52,00:01:39,00:52:21
3732,52,M,M OPEN,00:19:25,00:03:30,01:07:30,00:01:12,00:39:09
3733,52,M,M OPEN,00:29:34,00:10:12,01:37:52,00:02:38,01:06:11
3734,52,M,M OPEN,00:21:54,00:06:06,01:18:15,00:02:10,00:56:35
3735,52,M,M OPEN,00:25:25,00:04:32,01:17:41,00:02:23,00:59:08
3736,52,M,M OPEN,00:30:56,00:07:04,01:23:33,00:02:55,00:56:19
3738,52,M,M OPEN,00:21:30,00:05:00,01:18:24,00:02:58,00:58:43
3740,52,M,M OPEN,00:23:26,00:07:08,01:23:38,00:03:02,01:08:44
3741,52,M,M OPEN,00:26:28,00:09:40,01:28:04,00:06:15,01:17:18
3742,52,M,M OPEN,00:22:34,00:06:02,01:10:08,00:01:51,00:58:01
3743,52,M,M OPEN,00:21:57,00:05:01,01:18:22,00:01:56,00:48:29
3744,52,M,M OPEN,00:26:48,00:06:07,01:16:03,00:02:54,01:05:40
3745,52,M,M OPEN,00:20:50,00:03:03,01:14:22,00:01:03,01:02:38
3746,52,M,M OPEN,00:31:17,00:14:06,01:38:47,00:04:51,01:30:31
3748,52,M,M OPEN,00:21:18,00:06:31,01:22:38,00:02:20,00:55:26
3751,52,M,M OPEN,00:28:25,00:04:06,01:19:57,00:03:57,01:06:47
3754,52,M,M OPEN,00:39:43,00:15:06,02:59:46,00:10:31,00:45:13
3755,52,M,M OPEN,00:23:13,00:06:39,01:25:56,00:03:35,00:55:53
3757,52,M,M OPEN,00:26:56,00:06:49,01:22:39,00:02:27,00:55:10
3758,52,M,M OPEN,00:26:28,00:08:02,01:23:53,00:02:22,00:53:44
3759,52,M,M OPEN,00:22:14,00:05:14,01:21:34,00:01:57,00:54:19
3762,52,M,M OPEN,00:25:01,00:07:39,01:32:20,00:04:41,01:14:17
3763,52,M,M OPEN,00:17:53,00:06:17,01:14:27,00:02:34,00:57:46
3765,52,M,M OPEN,00:27:03,00:06:42,01:22:00,00:03:18,01:07:10
3767,52,M,M OPEN,00:24:30,00:08:51,01:34:50,00:04:26,01:03:31
3769,52,M,M OPEN,00:23:13,00:06:46,01:19:34,00:03:13,00:51:31
3771,52,M,M OPEN,00:28:06,00:05:33,01:17:41,00:04:04,01:12:55
3772,52,M,M OPEN,00:21:20,00:03:45,01:08:05,00:01:41,00:46:06
3774,52,M,M OPEN,00:25:29,00:06:50,01:23:36,00:02:47,01:08:13
3776,52,M,M OPEN,00:35:01,00:09:45,01:33:21,00:03:54,01:05:11
3777,52,M,M OPEN,00:26:02,00:07:29,01:23:52,00:02:15,01:00:11
3778,52,M,M OPEN,00:27:37,00:05:46,01:26:13,00:03:03,00:58:44
3779,52,M,M OPEN,00:25:42,00:07:24,01:23:58,00:03:52,01:11:31
3780,52,M,M OPEN,00:28:38,00:06:35,01:28:09,00:01:43,01:00:05
3781,52,M,M OPEN,00:29:09,00:08:22,01:23:30,00:04:16,01:04:31
3782,52,M,M OPEN,00:20:08,00:03:37,01:11:47,00:01:15,00:45:38
3784,52,M,CLY,00:24:59,00:05:18,01:12:19,00:01:54,00:52:44
3785,52,M,M OPEN,00:27:43,00:06:13,01:15:33,00:01:55,00:53:08
3787,52,M,M OPEN,00:25:16,00:05:59,01:19:17,00:04:03,00:52:10
3788,52,M,M OPEN,00:21:15,00:04:41,01:22:37,00:02:12,01:00:08
3789,52,M,M OPEN,00:22:17,00:07:47,01:26:53,00:03:31,01:05:56
3790,52,M,M OPEN,00:17:49,00:04:16,01:13:57,00:01:46,00:49:57
3792,52,M,M OPEN,00:30:28,00:05:15,01:32:51,00:03:30,01:11:15
3793,53,M,M OPEN,00:23:09,00:03:32,01:10:54,00:01:24,00:54:08
3797,53,M,M OPEN,00:22:27,00:05:22,01:17:27,00:02:10,00:56:54
3800,53,M,M OPEN,00:24:08,00:08:49,01:26:41,00:03:58,01:07:03
3801,53,M,M OPEN,00:21:43,00:07:41,01:17:39,00:01:53,00:49:15
3802,53,M,M OPEN,00:25:42,00:07:12,01:23:22,00:03:46,01:05:37
3803,53,M,M OPEN,00:23:04,00:05:27,01:10:01,00:02:40,00:54:38
3804,53,M,M OPEN,00:25:42,00:09:10,01:37:55,00:06:20,00:59:08
3805,53,M,M OPEN,00:26:01,00:06:50,01:15:58,00:03:43,01:01:46
3809,53,M,M OPEN,00:21:26,00:08:11,01:31:43,00:03:41,01:04:13
3810,53,M,M OPEN,00:22:46,00:06:17,01:17:17,00:03:44,00:56:55
3811,53,M,M OPEN,00:23:52,00:12:58,01:23:36,00:04:54,01:11:08
3812,53,M,M OPEN,00:24:07,00:06:48,01:30:30,00:03:23,01:10:01
3813,53,M,M OPEN,00:27:29,00:06:18,01:32:59,00:03:57,00:58:13
3816,53,M,M OPEN,00:28:12,00:05:31,01:14:15,00:02:02,00:52:09
3817,53,M,M OPEN,00:32:36,00:06:11,01:26:23,00:02:24,01:00:10
3818,53,M,M OPEN,00:20:22,00:10:06,01:37:16,00:09:34,01:03:35
3819,53,M,M OPEN,00:23:55,00:05:43,01:21:37,00:02:04,01:04:13
3820,53,M,M OPEN,00:30:12,00:14:45,01:28:22,00:08:51,01:21:01
3821,53,M,M OPEN,00:22:40,00:05:26,01:16:40,00:02:00,00:57:29
3824,53,M,M OPEN,00:23:01,00:07:22,01:17:03,00:04:11,01:04:38
3827,53,M,M OPEN,00:34:05,00:08:14,01:32:05,00:03:36,01:11:33
3828,53,M,M OPEN,00:26:30,00:06:24,01:17:43,00:03:40,00:54:59
3829,53,M,M OPEN,00:31:59,00:09:37,01:29:06,00:05:23,01:24:52
3830,53,M,M OPEN,00:28:09,00:06:36,01:27:44,00:04:30,01:10:55
3831,53,M,M OPEN,00:28:28,00:04:08,01:18:23,00:01:41,00:46:37
3832,53,M,M OPEN,00:26:50,00:10:28,01:31:45,00:05:48,01:11:19
3835,53,M,M OPEN,00:23:58,00:06:20,01:13:28,00:02:51,00:58:15
3837,53,M,M OPEN,00:21:50,00:05:30,01:15:40,00:02:17,00:55:17
3838,53,M,M OPEN,00:25:16,00:06:38,01:19:45,00:04:15,01:03:47
3839,53,M,M OPEN,00:43:49,00:08:58,01:36:26,00:02:11,01:10:05
3840,53,M,M OPEN,00:27:51,00:13:22,01:18:51,00:06:00,01:05:43
3842,53,M,M OPEN,00:26:17,00:10:29,01:26:41,00:04:23,01:23:19
3843,53,M,M OPEN,00:26:55,00:10:14,01:38:41,00:02:27,00:59:07
3846,53,M,M OPEN,00:33:06,00:10:26,01:23:12,00:04:35,00:54:21
3847,53,M,M OPEN,00:19:06,00:04:09,01:11:17,00:01:25,00:49:10
3848,53,M,M OPEN,00:18:08,00:04:11,01:11:05,00:02:07,00:53:50
3850,54,M,M OPEN,00:19:56,00:04:43,01:11:27,00:01:49,00:50:38
3851,54,M,M OPEN,00:21:36,00:04:25,01:08:33,00:01:28,00:52:19
3854,54,M,M OPEN,00:26:56,00:13:52,01:32:19,00:06:24,01:30:52
3855,54,M,M OPEN,00:21:36,00:09:53,01:23:11,00:03:15,01:00:15
3856,54,M,M OPEN,00:20:26,00:04:25,01:14:28,00:01:51,00:47:30
3857,54,M,M OPEN,00:22:34,00:07:09,01:16:57,00:02:14,01:01:31
3858,54,M,M OPEN,00:24:05,00:06:26,01:16:14,00:03:35,00:59:52
3859,54,M,M OPEN,00:25:53,00:06:13,01:18:52,00:03:28,01:00:39
3860,54,M,M OPEN,00:28:36,00:10:59,01:36:28,00:03:37,00:56:57
3862,54,M,M OPEN,00:21:59,00:07:06,01:12:56,00:03:18,00:58:22
3863,54,M,M OPEN,00:20:06,00:05:07,01:10:05,00:02:25,00:46:59
3864,54,M,M OPEN,00:23:22,00:08:28,01:30:14,00:05:50,01:10:59
3865,54,M,M OPEN,00:26:43,00:07:00,01:21:48,00:02:54,01:02:13
3867,54,M,M OPEN,00:27:08,00:08:24,01:17:38,00:05:37,00:59:47
3869,54,M,M OPEN,00:23:36,00:05:37,01:29:12,00:02:33,01:04:00
3870,54,M,M OPEN,00:28:35,00:05:44,01:24:42,00:01:50,00:57:39
3871,54,M,M OPEN,00:29:15,00:05:57,01:24:07,00:02:48,01:08:29
3872,54,M,M OPEN,00:32:15,00:09:20,01:22:41,00:04:39,01:01:07
3873,54,M,M OPEN,00:26:41,00:04:57,01:10:05,00:02:33,00:55:08
3876,54,M,M OPEN,00:24:41,00:06:31,01:17:33,00:03:09,00:56:58
3877,54,M,M OPEN,00:20:28,00:06:41,01:13:39,00:03:40,00:54:18
3878,54,M,M OPEN,00:22:14,00:07:16,01:20:51,00:02:29,00:55:56
3879,54,M,M OPEN,00:23:42,00:09:55,01:28:20,00:04:08,01:23:38
3882,35,M,M OPEN,00:25:10,00:10:34,01:32:39,00:03:40,01:08:55
3883,35,M,M OPEN,00:20:27,00:05:19,01:22:23,00:01:50,00:53:55
3884,35,M,M OPEN,00:18:39,00:07:10,01:29:55,00:01:45,00:49:55
3886,35,M,M OPEN,00:20:16,00:05:31,01:13:26,00:01:51,00:53:21
3888,35,M,M OPEN,00:22:13,00:03:57,01:10:04,00:01:32,00:53:43
3891,35,M,M OPEN,00:22:56,00:05:40,01:19:41,00:02:45,00:59:49
3892,35,M,M OPEN,00:24:12,00:03:53,01:12:48,00:01:35,00:52:20
3893,35,M,M OPEN,00:21:11,00:05:35,01:27:23,00:02:58,01:02:55
3894,35,M,M OPEN,00:21:44,00:04:12,01:15:45,00:01:42,00:47:05
3895,35,M,M OPEN,00:23:10,00:06:02,01:17:36,00:01:33,00:55:49
3896,35,M,M OPEN,00:22:45,00:06:51,01:18:30,00:01:46,00:54:26
3897,35,M,M OPEN,00:23:08,00:05:43,01:31:21,00:03:44,01:38:36
3898,35,M,M OPEN,00:20:59,00:06:24,01:26:54,00:03:54,00:53:23
3900,35,M,M OPEN,00:28:47,00:09:10,01:30:41,00:03:28,01:02:55
3902,35,M,M OPEN,00:23:51,00:07:37,01:15:20,00:02:35,00:48:36
3903,35,M,M OPEN,00:25:11,00:06:24,01:17:41,00:01:45,00:52:37
3904,35,M,M OPEN,00:24:29,00:12:02,01:25:53,00:04:10,01:01:02
3907,35,M,M OPEN,00:22:36,00:06:00,01:12:37,00:01:58,00:48:31
3908,35,M,M OPEN,00:34:08,00:14:10,01:47:27,00:08:26,01:10:49
3909,35,M,M OPEN,00:18:41,00:06:46,01:20:38,00:01:59,00:48:53
3910,35,M,M OPEN,00:29:57,00:09:38,01:38:51,00:04:12,01:28:32
3911,35,M,M OPEN,00:22:52,00:06:09,01:19:18,00:02:54,00:48:33
3912,35,M,M OPEN,00:26:58,00:12:08,01:29:14,00:02:45,00:57:11
3913,35,M,M OPEN,00:39:59,00:11:15,01:56:56,00:05:24,01:21:15
3914,35,M,M OPEN,00:21:35,00:04:13,01:05:48,00:01:16,00:45:42
3917,35,M,M OPEN,00:22:30,00:05:04,01:20:58,00:02:09,01:01:27
3920,35,M,M OPEN,00:20:35,00:04:56,01:15:15,00:02:09,00:50:16
3921,35,M,M OPEN,00:24:33,00:06:56,01:34:57,00:04:37,01:14:36
3923,35,M,M OPEN,00:26:26,00:04:32,01:11:44,00:01:57,00:43:39
3925,35,M,CLY,00:21:18,00:06:54,01:31:43,00:04:41,01:01:07
3929,35,M,M OPEN,00:24:55,00:08:16,01:18:07,00:02:51,00:48:16
3930,35,M,M OPEN,00:22:18,00:05:06,01:08:49,00:01:46,00:42:19
3932,35,M,M OPEN,00:26:06,00:06:42,01:17:03,00:02:22,00:49:42
3933,35,M,M OPEN,00:25:13,00:05:39,01:14:58,00:02:43,00:52:39
3934,35,M,M OPEN,00:29:58,00:06:28,01:34:08,00:02:25,01:03:49
3935,35,M,M OPEN,00:18:17,00:04:45,01:17:59,00:02:11,00:58:59
3937,35,M,M OPEN,00:27:17,00:08:18,01:32:05,00:02:36,01:03:57
3938,35,M,M OPEN,00:25:41,00:05:56,01:23:22,00:02:34,00:57:13
3940,35,M,M OPEN,00:24:10,00:10:05,01:15:32,00:03:57,00:57:29
3941,35,M,M OPEN,00:22:41,00:08:50,01:21:27,00:03:40,01:05:46
3942,35,M,M OPEN,00:22:59,00:08:02,01:19:08,00:02:49,00:59:16
3943,35,M,M OPEN,00:21:34,00:07:32,01:23:43,00:03:15,01:01:38
3944,35,M,M OPEN,00:27:26,00:10:51,01:24:38,00:04:15,01:05:10
3945,35,M,M OPEN,00:25:51,00:08:02,01:17:25,00:02:46,01:08:50
3947,35,M,M OPEN,00:24:30,00:05:39,01:13:21,00:02:43,00:50:49
3953,35,M,M OPEN,00:23:03,00:05:17,01:11:43,00:01:49,00:50:35
3954,35,M,M OPEN,00:30:03,00:07:55,01:34:32,00:02:02,01:06:49
3955,35,M,M OPEN,00:36:14,00:09:36,01:29:57,00:04:55,01:03:42
3956,35,M,M OPEN,00:21:21,00:03:39,01:10:43,00:01:22,00:47:21
3957,35,M,M OPEN,00:26:37,00:08:54,01:23:00,00:02:21,00:47:30
3959,35,M,M OPEN,00:22:32,00:05:49,01:11:01,00:02:01,00:50:41
3960,35,M,M OPEN,00:22:21,00:04:50,01:11:07,00:01:45,00:55:22
3961,35,M,M OPEN,00:26:47,00:08:43,01:25:53,00:03:43,01:03:35
3962,35,M,M OPEN,00:31:26,00:14:05,01:43:18,00:03:18,01:07:31
3963,35,M,M OPEN,00:21:21,00:04:32,01:22:30,00:02:15,00:55:27
3966,35,M,M OPEN,00:20:28,00:04:58,01:19:58,00:03:36,00:56:44
3967,35,M,M OPEN,00:30:14,00:13:07,01:47:03,00:07:01,01:09:15
3968,35,M,M OPEN,00:23:52,00:07:23,01:25:27,00:04:31,00:52:18
3970,35,M,M OPEN,00:20:21,00:04:40,01:08:27,00:01:29,00:41:37
3972,35,M,M OPEN,00:35:07,00:09:36,01:44:59,00:06:12,01:09:57
3973,35,M,M OPEN,00:25:51,00:07:19,01:26:44,00:04:28,01:10:43
3974,35,M,M OPEN,00:27:36,00:06:27,01:40:32,00:01:57,01:01:08
3975,35,M,M OPEN,00:25:17,00:07:19,01:24:39,00:03:11,00:59:25
3976,35,M,M OPEN,00:23:00,00:10:13,01:29:15,00:02:28,00:48:35
3978,35,M,M OPEN,00:26:59,00:04:07,01:20:49,00:02:00,00:50:34
3981,35,M,M OPEN,00:21:10,00:04:30,01:12:15,00:02:12,00:54:18
3983,35,M,M OPEN,00:25:39,00:13:26,01:38:51,00:07:09,01:18:21
3984,35,M,M OPEN,00:22:58,00:05:13,01:14:38,00:02:26,00:48:52
3985,35,M,M OPEN,00:24:18,00:09:48,01:21:47,00:04:26,00:52:00
3986,35,M,M OPEN,00:26:22,00:05:59,01:14:52,00:02:49,00:50:28
3988,35,M,M OPEN,00:23:40,00:06:37,01:18:53,00:04:28,00:54:51
3990,35,M,M OPEN,00:23:35,00:05:16,01:13:40,00:01:43,00:51:36
3995,36,M,M OPEN,00:29:05,00:06:56,01:29:53,00:03:42,01:04:07
3996,36,M,M OPEN,00:24:16,00:08:15,01:29:42,00:03:42,00:56:00
3997,36,M,M OPEN,00:20:11,00:04:52,01:10:21,00:01:57,00:45:01
3999,36,M,M OPEN,00:25:33,00:07:00,01:25:29,00:03:08,00:55:18
4000,36,M,M OPEN,00:21:15,00:04:58,01:19:51,00:02:30,00:52:22
4001,36,M,M OPEN,00:24:35,00:06:22,01:09:42,00:02:36,00:53:30
4002,36,M,M OPEN,00:21:54,00:05:52,01:20:23,00:03:14,00:59:43
4003,36,M,M OPEN,00:40:38,00:17:28,01:46:59,00:10:13,01:19:29
4005,36,M,M OPEN,00:35:08,00:13:36,01:49:55,00:07:06,01:22:37
4007,36,M,M OPEN,00:24:22,00:06:43,01:14:37,00:03:20,01:00:02
4010,36,M,M OPEN,00:21:14,00:06:17,01:23:48,00:02:29,00:59:18
4011,36,M,M OPEN,00:27:38,00:11:25,01:28:41,00:04:19,01:02:42
4013,36,M,M OPEN,00:22:46,00:07:18,01:30:02,00:05:28,01:11:00
4015,36,M,M OPEN,00:22:07,00:08:06,01:27:58,00:02:49,01:06:02
4017,36,M,M OPEN,00:22:43,00:05:29,01:17:29,00:01:31,00:58:20
4020,36,M,M OPEN,00:24:04,00:04:23,01:17:39,00:01:27,00:49:20
4021,36,M,M OPEN,00:25:11,00:09:15,01:29:30,00:03:50,01:10:59
4022,36,M,M OPEN,00:29:53,00:08:31,01:24:10,00:03:23,01:08:42
4024,36,M,M OPEN,00:22:58,00:06:21,01:17:53,00:02:35,00:58:29
4026,36,M,M OPEN,00:20:36,00:05:30,01:18:11,00:02:36,01:09:55
4027,36,M,M OPEN,00:25:05,00:08:45,01:21:27,00:03:27,01:01:01
4030,36,M,M OPEN,00:26:25,00:06:53,01:43:25,00:01:39,01:10:13
